Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7,negative,busy,n',"(0, 100, 0)",,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.36517725000158,46.36481004097732,46.4481510000187,45.36517725000158,p,46.4481510000187,None,0.9033756240387447,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
4,neutral,blender,q',"(0, 100, 0)",,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.381248874997254,48.38150591601152,48.46543829102302,None,None,48.46543829102302,49.46477095800219,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
5,neutral,participating,q',"(0, 100, 0)",,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.965331415995024,50.96558004099643,51.04841774998931,49.965331415995024,None,51.04841774998931,52.04844054096611,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.54858837497886,None,space,3.10462658200413,52.54858837497886,None,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
17,neutral,numbers,q',"(0, 100, 0)",,,,,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,55.69562295801006,56.698619958013296,56.781765040999744,None,None,56.781765040999744,57.78259291598806,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
18,neutral,ceiling,q',"(0, 100, 0)",,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,58.28243395796744,59.2822788329795,59.36613316601142,None,q,59.36613316601142,None,0.9181799570214935,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
7,positive,loving,p',"(0, 100, 0)",,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,60.31565549998777,61.315368707990274,61.398860374989454,None,None,61.398860374989454,62.39935324998805,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
2,positive,optimistic,p',"(0, 100, 0)",,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,62.89880062500015,63.89957270800369,63.98224041599315,62.89880062500015,None,63.98224041599315,64.98204979096772,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
13,neutral,wrapping,q',"(0, 100, 0)",,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,65.4819573329878,66.48254820797592,66.565624165989,65.4819573329878,None,66.565624165989,67.5663803750067,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
11,neutral,sweter,q',"(0, 100, 0)",,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,68.06692850001855,69.06577179097803,69.14942904101918,68.06692850001855,None,69.14942904101918,70.14936679101083,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
3,positive,interested,p',"(0, 100, 0)",,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,70.64869991596788,71.64888795797015,71.73215145798167,70.64869991596788,None,71.73215145798167,72.73231054097414,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
1,positive,powerful,p',"(0, 100, 0)",,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,73.23210116598057,74.23214487498626,74.31586337496992,73.23210116598057,None,74.31586337496992,75.31583587499335,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
6,positive,intimate,p',"(0, 100, 0)",,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,75.8164585409686,76.81648241600487,76.89962083299179,75.8164585409686,None,76.89962083299179,77.89920020801947,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
12,neutral,imaging,q',"(0, 100, 0)",,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,78.39889441599371,79.39928870799486,79.48245316598332,78.39889441599371,None,79.48245316598332,80.48329595802352,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
19,neutral,moderate,q',"(0, 100, 0)",,,,,,0,10,10,18,,,,,,,,,,,,,,,,,,,,,,,,,80.98316979099764,81.98269758297829,82.06586062500719,80.98316979099764,None,82.06586062500719,83.06621199997608,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
16,neutral,condition,q',"(0, 100, 0)",,,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,,83.56621387501946,84.56594445800874,84.64923795801587,83.56621387501946,None,84.64923795801587,85.64928658300778,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
20,neutral,designating,q',"(0, 100, 0)",,,,,,0,12,12,19,,,,,,,,,,,,,,,,,,,,,,,,,86.14938858296955,87.14984712499427,87.23246608301997,86.14938858296955,None,87.23246608301997,88.23322741599986,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
10,positive,successful,p',"(0, 100, 0)",,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,88.7326190409949,89.73256004101131,89.81614583299961,88.7326190409949,None,89.81614583299961,90.81610241602175,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
4,positive,content,p',"(0, 100, 0)",,,,,,0,14,14,3,,,,,,,,,,,,,,,,,,,,,,,,,91.31602500000736,92.31595016596839,92.40041820798069,91.31602500000736,q,92.40041820798069,None,0.9533853739849292,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
14,neutral,sentense,q',"(0, 100, 0)",,,,,,0,15,15,13,,,,,,,,,,,,,,,,,,,,,,,,,93.38268245797371,94.3829075829708,94.46593887498602,None,None,94.46593887498602,95.46621699997922,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
5,positive,excited,p',"(0, 100, 0)",,,,,,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,95.96633633301826,96.96617554099066,97.04988800000865,95.96633633301826,None,97.04988800000865,98.04953566601034,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
9,positive,thankful,p',"(0, 100, 0)",,,,,,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,98.5498794579762,99.54974991601193,99.63353858300252,98.5498794579762,None,99.63353858300252,100.63307129096938,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
15,neutral,language,q',"(0, 100, 0)",,,,,,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,101.1330292079947,102.13377170800231,102.21613266598433,101.1330292079947,None,102.21613266598433,103.2175308750011,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
8,positive,joyful,p',"(0, 100, 0)",,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,103.71671658300329,104.71665762498742,104.79999295796733,103.71671658300329,None,104.79999295796733,105.79998137499206,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
1,neutral,design,q',"(0, 100, 0)",,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,106.3109993750113,107.31661599996733,107.40001179097453,106.3109993750113,q,107.40001179097453,None,0.7839010410243645,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
19,negative,helpless,n',"(0, 100, 0)",,,,,,,,,,0,1,1,18,,,,,,,,,,,,,,,,,,,,,108.19999320799252,109.19991124997614,109.28411091602175,None,n,109.28411091602175,None,0.7828059160383418,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
14,negative,anxious,n',"(0, 100, 0)",,,,,,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,110.10010720801074,111.10066012496827,111.18385833298089,None,n,111.18385833298089,None,0.9170836240518838,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
9,neutral,formula,q',"(0, 100, 0)",,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,112.13370308297453,113.1340401659836,113.21638466598233,None,q,113.21638466598233,None,0.7546431659720838,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
12,negative,hurt,n',"(0, 100, 0)",,,,,,,,,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,113.9997438749997,115.0000664999825,115.08417595800711,None,n,115.08417595800711,None,0.7961300000315532,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
2,neutral,syllabus,q',"(0, 100, 0)",,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,115.90038858301705,116.90017525001895,116.98348312499002,None,None,116.98348312499002,117.98414516600315,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
8,neutral,monotone,q',"(0, 100, 0)",,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,118.48341287497897,119.48334216600051,119.56697787501616,118.48341287497897,None,119.56697787501616,120.56713166600093,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
7,neutral,running,q',"(0, 100, 0)",,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,121.06681962497532,122.06695712497458,122.15097712498391,121.06681962497532,None,122.15097712498391,123.15016712498618,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
10,neutral,letter,q',"(0, 100, 0)",,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,123.65040304098511,124.65035541600082,124.73359983297996,123.65040304098511,None,124.73359983297996,125.73417187499581,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
18,negative,scared,n',"(0, 100, 0)",,,,,,,,,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,126.2338451250107,127.23405037500197,127.31726691598305,126.2338451250107,None,127.31726691598305,128.3172370410175,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
11,negative,depressed,n',"(0, 100, 0)",,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,128.8173724579974,129.8169076659833,129.90107762499247,128.8173724579974,n,129.90107762499247,None,0.8330792910419405,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
17,negative,guilty,n',"(0, 100, 0)",,,,,,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,130.75037933298154,131.75053083297098,131.83419041597517,None,n,131.83419041597517,None,0.8121394159970805,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
5,neutral,stone,q',"(0, 100, 0)",,,,,,,,,,0,12,12,4,,,,,,,,,,,,,,,,,,,,,132.66733091598144,133.66705183300655,133.75127291597892,None,None,133.75127291597892,134.75096266600303,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
13,negative,lonely,n',"(0, 100, 0)",,,,,,,,,,0,13,13,12,,,,,,,,,,,,,,,,,,,,,135.25128608301748,136.25050108297728,136.3348894160008,135.25128608301748,n,136.3348894160008,None,0.7163325410219841,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
16,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,14,14,15,,,,,,,,,,,,,,,,,,,,,137.08366508298786,138.08398091600975,138.16758087498602,None,n,138.16758087498602,None,0.8139705409994349,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
21,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,15,15,20,,,,,,,,,,,,,,,,,,,,,139.00144491600804,140.00094645802164,140.084348666016,None,n,140.084348666016,None,0.6829317079973407,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
20,negative,jealous,n',"(0, 100, 0)",,,,,,,,,,0,16,16,19,,,,,,,,,,,,,,,,,,,,,140.78462566598319,141.78421458299272,141.8672498749802,None,n,141.8672498749802,None,0.9472611249657348,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
15,negative,bored,n',"(0, 100, 0)",,,,,,,,,,0,17,17,14,,,,,,,,,,,,,,,,,,,,,142.83433924999554,143.83456275000935,143.91758508299245,None,n,143.91758508299245,None,0.9478170409565791,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
6,neutral,joining,q',"(0, 100, 0)",,,,,,,,,,0,18,18,5,,,,,,,,,,,,,,,,,,,,,144.88434320798842,145.88442637497792,145.96792345796712,None,None,145.96792345796712,146.96785895799985,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
3,neutral,geography,q',"(0, 100, 0)",,,,,,,,,,0,19,19,2,,,,,,,,,,,,,,,,,,,,,147.46744749997742,148.46794554102235,148.55107458296698,147.46744749997742,q,148.55107458296698,None,0.8492250409908593,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
4,neutral,window,q',"(0, 100, 0)",,,,,,,,,,0,20,20,3,,,,,,,,,,,,,,,,,,,,,149.4180587080191,150.41770400002133,150.5015229160199,None,q,150.5015229160199,None,0.7190307499840856,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.25178466597572,None,space,3.1316294569987804,151.25178466597572,None,,,,,,,,,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
1,positive,proud,p',,"(0, 0, 100)",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.4156560410047,155.41822283301735,155.5018726249691,None,p,0.8118190829991363,155.5018726249691,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
2,positive,glad,p',,"(0, 100, 0)",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.33561058301711,157.33565062499838,157.4180096659693,None,None,,157.4180096659693,158.4189714579843,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
3,positive,happy,p',,"(100, 0, 0)",,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.91762120800558,159.918436500011,160.00143654097337,158.91762120800558,None,,160.00143654097337,161.00236024998594,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
4,positive,playful,p',,"(0, 0, 100)",,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.50181733298814,162.50156491599046,162.58486599999014,161.50181733298814,None,,162.58486599999014,163.5849031659891,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
5,positive,amazed,p',,"(0, 100, 0)",,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0853854159941,165.08473087497987,165.18558599997777,164.0853854159941,None,,165.18558599997777,166.18543524999404,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
6,positive,valued,p',,"(100, 0, 0)",,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.68523812497733,167.68526145798387,167.76883795799222,166.68523812497733,None,,167.76883795799222,168.76888179098023,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
7,positive,respected,p',,"(0, 0, 100)",,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2684901250177,170.26899654098088,170.3522687079967,169.2684901250177,p,0.8003132079611532,170.3522687079967,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
8,positive,free,p',,"(0, 100, 0)",,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.18533200002275,172.18570520798676,172.26880691602128,None,None,,172.26880691602128,173.26902570796665,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
9,positive,joyful,p',,"(100, 0, 0)",,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.76868916599778,174.76902487501502,174.85252499999478,173.76868916599778,p,0.6821469159913249,174.85252499999478,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
10,positive,calm,p',,"(0, 0, 100)",,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.5521304999711,176.5515772079816,176.63508595799794,None,p,0.7216572079923935,176.63508595799794,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
11,neutral,language,q',,"(0, 100, 0)",,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.3852029159898,178.38513441599207,178.46903608296998,None,None,,178.46903608296998,179.4685623329715,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
12,neutral,condition,q',,"(100, 0, 0)",,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.96840137499385,180.96905299997889,181.05187916598516,179.96840137499385,None,,181.05187916598516,182.05227654101327,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
13,neutral,numbers,q',,"(0, 0, 100)",,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.5518698329688,183.55249154102057,183.63596870796755,182.5518698329688,q,0.7139425830100663,183.63596870796755,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
14,neutral,ceiling,q',,"(0, 100, 0)",,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.36912916600704,185.36879874998704,185.4528145410004,None,q,0.6803761660121381,185.4528145410004,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
15,neutral,moderate,q',,"(100, 0, 0)",,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15253362501971,187.15218862501206,187.23575875000097,None,None,,187.23575875000097,188.23552291601663,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
16,neutral,designating,q',,"(0, 0, 100)",,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.73559037497034,189.73539695801446,189.8190310000209,188.73559037497034,q,0.8827501659980044,189.8190310000209,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
17,neutral,participating,q',,"(0, 100, 0)",,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.71973233297467,191.71879295801045,191.80249625002034,None,q,0.7824522910523228,191.80249625002034,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
18,neutral,collecting,q',,"(100, 0, 0)",,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.60280383296777,193.60315112501848,193.68618733301992,None,None,,193.68618733301992,194.68638341600308,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
19,neutral,telephone,q',,"(100, 0, 0)",,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1858839999768,196.1861659999704,196.2696696249768,195.1858839999768,q,0.7454469570075162,196.2696696249768,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
